id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. pub.>	score<Avg. pub. year>	weight<No. sentences>	weight<No. results 00: all valid queries>	weight<No. results 06: contradict* + studies>	weight<No. results 07: contradict* + results>	weight<No. results 14: contrast* + ideas>	weight<No. results 17: contrary + results>	weight<No. results 21: conflict* + studies>	weight<No. results 26: disagree* + studies>	weight<No. results 27: disagree* + results>	weight<No. results 36: controvers* + studies>	weight<No. results 37: controvers* + results>	weight<No. results 38: controvers* + methods>	weight<No. results 39: controvers* + ideas>	weight<No. results 40: controvers* + standalone>	weight<No. results 41: disprov* + studies>	weight<No. results 51: debat* + studies>	weight<No. results 52: debat* + results>	weight<No. results 53: debat* + methods>	weight<No. results 55: debat* + standalone>	weight<No. results 56: no consensus + studies>	weight<No. results 57: no consensus + results>	weight<No. results 58: no consensus + methods>	weight<No. results 59: no consensus + ideas>	weight<No. results 60: no consensus + standalone>	weight<No. results 63: questionable + methods>	weight<Share results 00: all valid queries>	weight<Share results 06: contradict* + studies>	weight<Share results 07: contradict* + results>	weight<Share results 14: contrast* + ideas>	weight<Share results 17: contrary + results>	weight<Share results 21: conflict* + studies>	weight<Share results 26: disagree* + studies>	weight<Share results 27: disagree* + results>	weight<Share results 36: controvers* + studies>	weight<Share results 37: controvers* + results>	weight<Share results 38: controvers* + methods>	weight<Share results 39: controvers* + ideas>	weight<Share results 40: controvers* + standalone>	weight<Share results 41: disprov* + studies>	weight<Share results 51: debat* + studies>	weight<Share results 52: debat* + results>	weight<Share results 53: debat* + methods>	weight<Share results 55: debat* + standalone>	weight<Share results 56: no consensus + studies>	weight<Share results 57: no consensus + results>	weight<Share results 58: no consensus + methods>	weight<Share results 59: no consensus + ideas>	weight<Share results 60: no consensus + standalone>	weight<Share results 63: questionable + methods>	score<00: all valid queries>	score<06: contradict* + studies>	score<07: contradict* + results>	score<14: contrast* + ideas>	score<17: contrary + results>	score<21: conflict* + studies>	score<26: disagree* + studies>	score<27: disagree* + results>	score<36: controvers* + studies>	score<37: controvers* + results>	score<38: controvers* + methods>	score<39: controvers* + ideas>	score<40: controvers* + standalone>	score<41: disprov* + studies>	score<51: debat* + studies>	score<52: debat* + results>	score<53: debat* + methods>	score<55: debat* + standalone>	score<56: no consensus + studies>	score<57: no consensus + results>	score<58: no consensus + methods>	score<59: no consensus + ideas>	score<60: no consensus + standalone>	score<63: questionable + methods>
377	377	<table><tr><td>Meso-level field:</td><td>377</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>bioorganic & medicinal chemistry letters; bioorganic & medicinal chemistry; journal of medicinal chemistry; nucleic acids research; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>human topoisomerase; dna gyrase; podophyllotoxin; camptothecin; tyrosyl dna phosphodiesterase</td></tr><tr><td>No. of pub.:</td><td>8475</td></tr><tr><td>Avg. pub. year:</td><td>2007.36</td></tr></table>	-0.2344	-0.3897	2	702	145780	8475	2007.3581	59727	82	7	19	1	5	1	0	1	2	2	1	0	30	0	3	1	0	21	0	0	0	0	1	0	0.001372913	0.0001172	0.000318114	1.67428E-05	8.37142E-05	1.67428E-05	0	1.67428E-05	3.34857E-05	3.34857E-05	1.67428E-05	0	0.000502285	0	5.02285E-05	1.67428E-05	0	0.0003516	0	0	0	0	1.67428E-05	0	-1.16997133	-0.187436451	-0.18970523	-1.680308932	-1.154595454	-3.181321066	-100	-2.369895911	-1.326159323	-1.661506855	-0.277445508	-100	-1.062874473	-100	-0.171657392	-0.903774896	-100	-1.524326407	-100	-100	-100	-100	-2.695604464	-100
378	378	<table><tr><td>Meso-level field:</td><td>378</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of physical chemistry a; journal of the american chemical society; journal of photochemistry and photobiology a-chemistry; journal of organic chemistry; chemical physics letters</td></tr><tr><td>Terms:</td><td>diarylethene; spiropyran; photochromic diarylethene; spirooxazine; photochromism</td></tr><tr><td>No. of pub.:</td><td>15267</td></tr><tr><td>Avg. pub. year:</td><td>2007.56</td></tr></table>	0.6438	-0.4	3	667	201893	15267	2007.5634	78865	147	2	20	2	28	1	2	4	5	3	2	0	49	0	2	0	0	38	0	0	0	0	1	1	0.001863945	2.53598E-05	0.000253598	2.53598E-05	0.000355037	1.26799E-05	2.53598E-05	5.07196E-05	6.33995E-05	3.80397E-05	2.53598E-05	0	0.000621315	0	2.53598E-05	0	0	0.000481836	0	0	0	0	1.26799E-05	1.26799E-05	-0.72885291	-2.395793293	-0.516706568	-1.081310852	0.929829453	-3.582322987	-0.607139182	-0.770897832	-0.405233148	-1.477546275	0.321552571	-100	-0.756057145	-100	-1.157621813	-100	-100	-1.069718237	-100	-100	-100	-100	-3.096606384	0.625521575
379	379	<table><tr><td>Meso-level field:</td><td>379</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>international journal of fatigue; fatigue & fracture of engineering materials & structures; engineering fracture mechanics; materials science and engineering a-structural materials properties microstructure and processing; engineering failure analysis</td></tr><tr><td>Terms:</td><td>laser shock processing; shakedown analysis; critical distance; surface nanocrystallization; fatigue limit</td></tr><tr><td>No. of pub.:</td><td>15246</td></tr><tr><td>Avg. pub. year:</td><td>2008.54</td></tr></table>	1.046	-0.1638	3	568	64696	15246	2008.5411	182179	248	13	63	9	27	3	0	13	7	2	1	0	58	0	0	1	3	52	0	0	2	0	9	10	0.001361299	7.13584E-05	0.000345814	4.9402E-05	0.000148206	1.64673E-05	0	7.13584E-05	3.84237E-05	1.09782E-05	5.48911E-06	0	0.000318368	0	0	5.48911E-06	1.64673E-05	0.000285434	0	0	1.09782E-05	0	4.9402E-05	5.48911E-05	-1.182228527	-0.903253158	-0.069254323	-0.119285434	-0.33053755	-3.205260069	-100	-0.278357697	-1.127705904	-3.270408358	-1.886347012	-100	-1.720685576	-100	-100	-2.512676399	-0.136270502	-1.825105615	-100	-100	1.06566733	-100	-1.134580965	2.739550087
380	380	<table><tr><td>Meso-level field:</td><td>380</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of membrane science; desalination; desalination and water treatment; separation and purification technology; journal of applied polymer science</td></tr><tr><td>Terms:</td><td>pervaporation; nanofiltration membrane; membrane distillation; gas separation; mixed matrix membrane</td></tr><tr><td>No. of pub.:</td><td>31546</td></tr><tr><td>Avg. pub. year:</td><td>2008.88</td></tr></table>	0.7085	-0.2474	3	727	262002	31546	2008.8755	422223	542	51	161	12	86	10	13	42	6	11	2	1	95	1	6	1	1	93	0	0	0	0	7	3	0.001283682	0.000120789	0.000381315	2.8421E-05	0.000203684	2.36842E-05	3.07894E-05	9.94735E-05	1.42105E-05	2.60526E-05	4.73683E-06	2.36842E-06	0.000225	2.36842E-06	1.42105E-05	2.36842E-06	2.36842E-06	0.000220263	0	0	0	0	1.65789E-05	7.10525E-06	-1.266924298	-0.143916036	0.07173413	-0.916896436	0.128191201	-2.680942977	-0.327247549	0.200871506	-2.562746827	-2.023625242	-2.098995514	-2.436381845	-2.221459465	0.352027367	-1.993207397	-3.725324901	-2.933881505	-2.199035024	-100	-100	-100	-100	-2.709799547	-0.210064009
381	381	<table><tr><td>Meso-level field:</td><td>381</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>linear algebra and its applications; applied mathematics and computation; siam journal on matrix analysis and applications; journal of computational and applied mathematics; linear & multilinear algebra</td></tr><tr><td>Terms:</td><td>matrix equation; drazin inverse; moore penrose inverse; reverse order law; semilocal convergence</td></tr><tr><td>No. of pub.:</td><td>8701</td></tr><tr><td>Avg. pub. year:</td><td>2008.59</td></tr></table>	1.159	0.3525	5	496	17210	8701	2008.5868	43639	8	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000183322	2.29153E-05	6.87458E-05	2.29153E-05	2.29153E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.58306E-05	0	0	0	0	0	0	-4.074758117	-2.542026156	-2.399905025	-1.227543715	-3.023758332	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-4.463878613	-100	-100	-100	-100	-100	-100
382	382	<table><tr><td>Meso-level field:</td><td>382</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>hepatology; world journal of gastroenterology; journal of hepatology; transplantation proceedings; liver transplantation</td></tr><tr><td>Terms:</td><td>hepatic encephalopathy; spontaneous bacterial peritonitis; transjugular intrahepatic portosystemic shunt; budd chiari syndrome; hepatopulmonary syndrome</td></tr><tr><td>No. of pub.:</td><td>18286</td></tr><tr><td>Avg. pub. year:</td><td>2008.25</td></tr></table>	-0.9208	-0.0981	2	667	144101	18286	2008.2461	99575	532	16	41	2	5	29	2	6	24	41	1	0	310	0	5	5	0	104	2	0	0	0	32	0	0.005342707	0.000160683	0.00041175	2.00854E-05	5.02134E-05	0.000291238	2.00854E-05	6.02561E-05	0.000241024	0.00041175	1.00427E-05	0	0.003113231	0	5.02134E-05	5.02134E-05	0	0.001044439	2.00854E-05	0	0	0	0.000321366	0	0.790358786	0.267808312	0.182518946	-1.417709247	-1.891995769	0.939259613	-0.943537577	-0.522333726	1.521402863	1.958644834	-1.014845824	-100	1.568959021	-100	-0.172092113	0.680752884	-100	0.046395573	1.138161582	-100	-100	-100	1.566995221	-100
383	383	<table><tr><td>Meso-level field:</td><td>383</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>filosofija-sociologija; problemos; logos-vilnius; acta physica sinica; feminism & psychology</td></tr><tr><td>Terms:</td><td>sexualisation; feminist identity; biomimetic pattern recognition; creative society; electronic theoretical study</td></tr><tr><td>No. of pub.:</td><td>2858</td></tr><tr><td>Avg. pub. year:</td><td>2008.14</td></tr></table>	-0.369	0.7987	1	496	9753	2858	2008.1393	4029	45	0	1	2	1	0	0	1	0	0	0	0	7	0	0	0	0	33	0	0	0	0	0	0	0.011169025	0	0.000248201	0.000496401	0.000248201	0	0	0.000248201	0	0	0	0	0.001737404	0	0	0	0	0.008190618	0	0	0	0	0	0	1.854219311	-100	-0.547743194	3.209580617	0.413366	-100	-100	1.519993637	-100	-100	-100	-100	0.727479402	-100	-100	-100	-100	3.017639838	-100	-100	-100	-100	-100	-100
384	384	<table><tr><td>Meso-level field:</td><td>384</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>hemoglobin; clinical hemorheology and microcirculation; british journal of haematology; american journal of hematology; blood</td></tr><tr><td>Terms:</td><td>sickle cell disease; deferiprone; thalassemia; hydroxyurea; acute chest syndrome</td></tr><tr><td>No. of pub.:</td><td>16479</td></tr><tr><td>Avg. pub. year:</td><td>2008.39</td></tr></table>	-0.6455	-0.0612	2	760	163010	16479	2008.3933	69886	230	11	27	2	13	16	6	8	5	11	1	2	101	0	6	2	1	49	0	0	0	0	6	0	0.003291074	0.000157399	0.000386343	2.8618E-05	0.000186017	0.000228944	8.58541E-05	0.000114472	7.15451E-05	0.000157399	1.4309E-05	2.8618E-05	0.001445211	0	8.58541E-05	2.8618E-05	1.4309E-05	0.000701142	0	0	0	0	8.58541E-05	0	0.091346501	0.23802003	0.090634543	-0.906929148	-0.002704046	0.592058718	1.152205023	0.403483873	-0.230851444	0.571304548	-0.504065724	1.158547944	0.461826199	-100	0.601722392	-0.130395112	-0.338951715	-0.528554201	-100	-100	-100	-100	-0.337262179	-100
385	385	<table><tr><td>Meso-level field:</td><td>385</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of the american chemical society; chemical communications; journal of organic chemistry; chemistry-a european journal; chemical physics letters</td></tr><tr><td>Terms:</td><td>endohedral metallofullerene; fullerite c; sc3nc; 60fullerene; lac</td></tr><tr><td>No. of pub.:</td><td>15985</td></tr><tr><td>Avg. pub. year:</td><td>2007.17</td></tr></table>	0.7813	-0.38	3	661	204767	15985	2007.1705	66516	113	3	19	1	12	2	2	12	2	2	0	1	35	0	3	2	1	26	0	0	0	0	2	1	0.001698839	4.51019E-05	0.000285646	1.5034E-05	0.000180408	3.0068E-05	3.0068E-05	0.000180408	3.0068E-05	3.0068E-05	0	1.5034E-05	0.000526189	0	4.51019E-05	3.0068E-05	1.5034E-05	0.000390883	0	0	0	0	3.0068E-05	1.5034E-05	-0.862662526	-1.565147026	-0.345023384	-1.835627086	-0.046879202	-2.336639221	-0.361455416	1.059748435	-1.481477477	-1.816825009	-100	0.229850006	-0.995800206	-100	-0.326975546	-0.05909305	-0.267649654	-1.371522266	-100	-100	-100	-100	-1.850922618	0.871205341
386	386	<table><tr><td>Meso-level field:</td><td>386</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>music perception; journal of research in music education; arts in psychotherapy; annals of the new york academy of sciences; bulletin of the council for research in music education</td></tr><tr><td>Terms:</td><td>music education; congenital amusia; music; opera; beethoven</td></tr><tr><td>No. of pub.:</td><td>13492</td></tr><tr><td>Avg. pub. year:</td><td>2008.71</td></tr></table>	-0.5244	0.5298	1	622	86617	13492	2008.7108	50749	242	2	28	14	10	10	1	4	6	5	2	1	63	1	3	5	2	103	2	0	1	0	10	0	0.004768567	3.94096E-05	0.000551735	0.000275868	0.000197048	0.000197048	1.97048E-05	7.88193E-05	0.000118229	9.85241E-05	3.94096E-05	1.97048E-05	0.001241404	1.97048E-05	5.91145E-05	9.85241E-05	3.94096E-05	0.002029597	3.94096E-05	0	1.97048E-05	0	0.000197048	0	0.626343768	-1.759787508	0.604726044	2.362049855	0.080408411	0.375610893	-0.971133397	-0.134892047	0.493807043	-0.104574895	0.957558356	0.620172025	0.24251872	3.408581237	0.063346473	1.653157064	1.122672365	1.004860562	2.110565762	-100	1.909572698	-100	0.861327496	-100
387	387	<table><tr><td>Meso-level field:</td><td>387</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>veterinary parasitology; parasitology research; journal of parasitology; experimental parasitology; international journal for parasitology</td></tr><tr><td>Terms:</td><td>toxoplasma gondii infection; congenital toxoplasmosis; cryptosporidium spp; entamoeba histolytica; giardia duodenali</td></tr><tr><td>No. of pub.:</td><td>19170</td></tr><tr><td>Avg. pub. year:</td><td>2008.24</td></tr></table>	-0.4315	-0.3151	4	712	157676	19170	2008.238	152567	415	22	56	3	27	20	10	13	13	15	2	2	156	1	3	8	1	108	1	0	0	0	16	3	0.002720116	0.000144199	0.000367052	1.96635E-05	0.000176971	0.00013109	6.5545E-05	8.52085E-05	8.52085E-05	9.83175E-05	1.3109E-05	1.3109E-05	0.001022502	6.5545E-06	1.96635E-05	5.2436E-05	6.5545E-06	0.000707886	6.5545E-06	0	0	0	0.000104872	1.96635E-05	-0.183543587	0.111652467	0.0167344	-1.44833421	-0.074623825	-0.21238075	0.762803054	-0.022443972	0.021292616	-0.107604038	-0.630433287	0.032180381	-0.037350629	1.820589594	-1.524645171	0.743237325	-1.465319278	-0.514744107	-0.477425881	-100	-100	-100	-0.048592243	1.258498217
388	388	<table><tr><td>Meso-level field:</td><td>388</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>fuzzy sets and systems; information sciences; expert systems with applications; european journal of operational research; journal of intelligent & fuzzy systems</td></tr><tr><td>Terms:</td><td>group decision; multiple attribute decision; intuitionistic fuzzy set; effect algebra; fuzzy differential equation</td></tr><tr><td>No. of pub.:</td><td>21317</td></tr><tr><td>Avg. pub. year:</td><td>2009.26</td></tr></table>	0.7372	0.4644	5	716	108165	21317	2009.2646	187063	312	10	23	4	5	45	2	6	4	2	3	1	69	0	5	2	5	137	2	0	0	0	14	4	0.001667887	5.34579E-05	0.000122953	2.13832E-05	2.6729E-05	0.000240561	1.06916E-05	3.20748E-05	2.13832E-05	1.06916E-05	1.60374E-05	5.34579E-06	0.00036886	0	2.6729E-05	1.06916E-05	2.6729E-05	0.000732374	1.06916E-05	0	0	0	7.48411E-05	2.13832E-05	-0.889190181	-1.319932343	-1.561139853	-1.327377997	-2.801664519	0.663462964	-1.853206327	-1.432002476	-1.973228388	-3.308575921	-0.339552073	-1.261900906	-1.508309677	-100	-1.081760863	-1.550843962	0.56252753	-0.465680812	0.228492832	-100	-100	-100	-0.535318607	1.37945443
389	389	<table><tr><td>Meso-level field:</td><td>389</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of hazardous materials; chemical engineering journal; chemosphere; environmental science & technology; ultrasonics sonochemistry</td></tr><tr><td>Terms:</td><td>hydrodechlorination; sonoluminescence; catalytic wet air oxidation; electrocoagulation; cavitation bubble</td></tr><tr><td>No. of pub.:</td><td>23304</td></tr><tr><td>Avg. pub. year:</td><td>2008.85</td></tr></table>	0.6519	-0.2416	3	729	276744	23304	2008.8467	262118	340	28	80	2	38	8	16	21	11	9	1	0	108	2	3	0	0	44	0	0	1	0	8	1	0.001297126	0.000106822	0.000305206	7.63015E-06	0.000144973	3.05206E-05	6.10412E-05	8.01166E-05	4.19658E-05	3.43357E-05	3.81508E-06	0	0.000412028	7.63015E-06	1.14452E-05	0	0	0.000167863	0	0	3.81508E-06	0	3.05206E-05	3.81508E-06	-1.251893663	-0.321197715	-0.249465913	-2.814070196	-0.3623573	-2.315082331	0.660101474	-0.111339753	-1.000488969	-1.625343118	-2.411206773	-100	-1.348638831	2.039816108	-2.305418657	-100	-100	-2.590973476	-100	-100	-0.459192432	-100	-1.829365728	-1.107237769
390	390	<table><tr><td>Meso-level field:</td><td>390</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>studies in english literature 1500-1900; notes and queries; historical journal; shakespeare quarterly; elh</td></tr><tr><td>Terms:</td><td>milton; ben jonson; titus andronicus; faerie queene; marvell</td></tr><tr><td>No. of pub.:</td><td>7386</td></tr><tr><td>Avg. pub. year:</td><td>2008.18</td></tr></table>	-0.291	0.8476	1	365	5076	7386	2008.1818	805	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.007453416	0.001242236	0.001242236	0	0.001242236	0	0	0	0	0	0	0	0	0	0	0	0	0.004968944	0	0	0	0	0	0	1.270689832	3.218459293	1.775617923	-100	2.736727117	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	2.296606836	-100	-100	-100	-100	-100	-100
391	391	<table><tr><td>Meso-level field:</td><td>391</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>zygon; theological studies; journal of religious ethics; religious education; journal of the american academy of religion</td></tr><tr><td>Terms:</td><td>vatican ii; religious education; virgilio pinera; karl rahner; shroud</td></tr><tr><td>No. of pub.:</td><td>4629</td></tr><tr><td>Avg. pub. year:</td><td>2008.33</td></tr></table>	-0.3718	0.7733	1	438	7078	4629	2008.3273	1218	29	0	1	0	0	0	0	1	0	0	0	0	4	0	0	2	0	23	0	0	0	0	0	0	0.023809524	0	0.000821018	0	0	0	0	0.000821018	0	0	0	0	0.003284072	0	0	0.001642036	0	0.018883415	0	0	0	0	0	0	2.946254882	-100	1.178164478	-100	-100	-100	-100	3.245901309	-100	-100	-100	-100	1.646032152	-100	-100	5.712022325	-100	4.222715347	-100	-100	-100	-100	-100	-100
392	392	<table><tr><td>Meso-level field:</td><td>392</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>zootaxa; odonatologica; aquatic insects; international journal of odonatology; entomological news</td></tr><tr><td>Terms:</td><td>nematomorpha; simulium; gordiida; baetidae; leptohyphidae</td></tr><tr><td>No. of pub.:</td><td>4608</td></tr><tr><td>Avg. pub. year:</td><td>2008.48</td></tr></table>	0.0929	0.0187	4	538	27080	4608	2008.4774	9399	21	1	3	2	0	0	0	0	0	0	0	0	6	0	1	1	2	10	0	0	0	0	0	0	0.00223428	0.000106394	0.000319183	0.000212789	0	0	0	0	0	0	0	0	0.000638366	0	0.000106394	0.000106394	0.000212789	0.001063943	0	0	0	0	0	0	-0.467401828	-0.326987289	-0.184866159	1.987495152	-100	-100	-100	-100	-100	-100	-100	-100	-0.716998484	-100	0.911184191	1.764029188	3.555472584	0.073088349	-100	-100	-100	-100	-100	-100
393	393	<table><tr><td>Meso-level field:</td><td>393</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review b; applied physics letters; carbon; nano letters; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>bilayer graphene; graphene field effect transistor; epitaxial graphene; graphene growth; carbon dot</td></tr><tr><td>No. of pub.:</td><td>39200</td></tr><tr><td>Avg. pub. year:</td><td>2011.93</td></tr></table>	0.9463	-0.2684	3	725	667173	39200	2011.9252	182947	296	8	61	5	21	6	5	17	7	8	0	2	79	0	9	4	2	93	1	1	0	0	6	1	0.001617955	4.37285E-05	0.00033343	2.73303E-05	0.000114787	3.27964E-05	2.73303E-05	9.29231E-05	3.82624E-05	4.37285E-05	0	1.09321E-05	0.000431819	0	4.91946E-05	2.18643E-05	1.09321E-05	0.000508344	5.46606E-06	5.46606E-06	0	0	3.27964E-05	5.46606E-06	-0.933040563	-1.609761967	-0.121865999	-0.973351431	-0.69917672	-2.21132916	-0.499179761	0.102596336	-1.133774995	-1.276477449	-100	-0.229802434	-1.280954914	-100	-0.201665485	-0.51874549	-0.727302093	-0.992455613	-0.739408696	0.993543835	-100	-100	-1.725612557	-0.588447099
394	394	<table><tr><td>Meso-level field:</td><td>394</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>fusion engineering and design; physics of plasmas; journal of nuclear materials; nuclear fusion; plasma physics and controlled fusion</td></tr><tr><td>Terms:</td><td>diii d; tokamak; asdex upgrade; scrape; mast</td></tr><tr><td>No. of pub.:</td><td>31421</td></tr><tr><td>Avg. pub. year:</td><td>2008.34</td></tr></table>	1.2344	-0.1206	3	569	52756	31421	2008.3403	137059	118	3	28	4	21	1	3	16	2	2	1	0	19	0	2	0	1	20	0	0	0	0	5	0	0.000860943	2.18884E-05	0.000204292	2.91845E-05	0.000153219	7.29613E-06	2.18884E-05	0.000116738	1.45923E-05	1.45923E-05	7.29613E-06	0	0.000138626	0	1.45923E-05	0	7.29613E-06	0.000145923	0	0	0	0	3.64806E-05	0	-1.843222187	-2.608170774	-0.828619723	-0.878650834	-0.282548028	-4.379662968	-0.819516663	0.431762187	-2.524501225	-2.859848757	-1.47578741	-100	-2.920179457	-100	-1.954961794	-100	-1.310673401	-2.793057637	-100	-100	-100	-100	-1.572018271	-100
395	395	<table><tr><td>Meso-level field:</td><td>395</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>malaria journal; american journal of tropical medicine and hygiene; plos one; antimicrobial agents and chemotherapy; molecular and biochemical parasitology</td></tr><tr><td>Terms:</td><td>malaria transmission; plasmodium falciparum; cerebral malaria; plasmodium; intermittent preventive treatment</td></tr><tr><td>No. of pub.:</td><td>29879</td></tr><tr><td>Avg. pub. year:</td><td>2008.67</td></tr></table>	-0.4328	-0.3008	2	775	283221	29879	2008.6706	178690	598	26	66	3	24	27	9	13	18	29	4	5	201	0	9	13	7	228	1	0	0	0	16	0	0.003346578	0.000145503	0.000369355	1.67889E-05	0.000134311	0.0001511	5.03666E-05	7.27517E-05	0.000100733	0.000162292	2.23851E-05	2.79814E-05	0.001124853	0	5.03666E-05	7.27517E-05	3.9174E-05	0.001275953	5.59628E-06	0	0	0	8.95405E-05	0	0.115474605	0.12464461	0.025757641	-1.676350166	-0.472564783	-0.007437299	0.382784005	-0.250459928	0.262761944	0.615470405	0.141550757	1.12609252	0.100282888	-100	-0.167698626	1.215661087	1.114019688	0.335242449	-0.705441837	-100	-100	-100	-0.276608199	-100
396	396	<table><tr><td>Meso-level field:</td><td>396</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>multiple sclerosis journal; neurology; journal of neuroimmunology; journal of the neurological sciences; journal of neurology</td></tr><tr><td>Terms:</td><td>neuromyelitis optica; natalizumab; interferon beta; glatiramer acetate; chronic cerebrospinal venous insufficiency</td></tr><tr><td>No. of pub.:</td><td>22084</td></tr><tr><td>Avg. pub. year:</td><td>2008.75</td></tr></table>	-0.7571	-0.1218	2	688	292518	22084	2008.7506	141523	730	47	92	2	35	52	11	15	30	64	4	2	311	1	7	10	5	162	3	1	0	0	36	0	0.005158172	0.000332101	0.000650071	1.4132E-05	0.00024731	0.000367431	7.77259E-05	0.00010599	0.00021198	0.000452223	2.8264E-05	1.4132E-05	0.002197523	7.06599E-06	4.94619E-05	7.06599E-05	3.53299E-05	0.00114469	2.1198E-05	7.06599E-06	0	0	0.000254376	0	0.739647948	1.315216108	0.841347842	-1.924890303	0.408178097	1.274537281	1.008712986	0.292413313	1.336149901	2.093911774	0.47797312	0.140586789	1.06642433	1.928996001	-0.193846342	1.173571828	0.965015224	0.178624802	1.215943027	1.363933058	-100	-100	1.229739166	-100
397	397	<table><tr><td>Meso-level field:</td><td>397</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of cardiovascular electrophysiology; pace-pacing and clinical electrophysiology; heart rhythm; europace; international journal of cardiology</td></tr><tr><td>Terms:</td><td>pulmonary vein isolation; persistent atrial fibrillation; typical atrial flutter; catheter ablation; novel oral anticoagulant</td></tr><tr><td>No. of pub.:</td><td>29912</td></tr><tr><td>Avg. pub. year:</td><td>2009.14</td></tr></table>	-0.9655	0.0066	2	724	223304	29912	2009.144	161357	766	34	72	0	33	76	5	6	23	41	1	0	335	0	16	9	1	184	1	0	3	0	51	0	0.004747237	0.000210713	0.000446216	0	0.000204515	0.000471005	3.09872E-05	3.71846E-05	0.000142541	0.000254095	6.19744E-06	0	0.002076142	0	9.9159E-05	5.57769E-05	6.19744E-06	0.001140329	6.19744E-06	0	1.85923E-05	0	0.000316069	0	0.619876246	0.658870467	0.298491256	-100	0.134069569	1.632805445	-0.318010169	-1.218734413	0.763601631	1.262244148	-1.71124651	-100	0.984451215	-100	0.809579105	0.832349103	-1.546132501	0.173117124	-0.558239104	-100	1.825730332	-100	1.543019876	-100
398	398	<table><tr><td>Meso-level field:</td><td>398</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; journal of alzheimers disease; plos one; neurobiology of aging; journal of neuroscience</td></tr><tr><td>Terms:</td><td>smith lemli opitz syndrome; cerebrotendinous xanthomatosis; microglobulin; gamma secretase; presenilin</td></tr><tr><td>No. of pub.:</td><td>35150</td></tr><tr><td>Avg. pub. year:</td><td>2008.61</td></tr></table>	-0.5853	-0.0763	2	784	1000316	35150	2008.6133	386391	1619	104	185	14	68	119	16	27	83	119	9	16	692	1	23	18	5	424	4	1	0	0	25	2	0.004190056	0.000269157	0.00047879	3.62327E-05	0.000175988	0.000307978	4.14088E-05	6.98774E-05	0.000214808	0.000307978	2.32925E-05	4.14088E-05	0.001790932	2.58805E-06	5.95252E-05	4.65849E-05	1.29403E-05	0.001097334	1.03522E-05	2.58805E-06	0	0	6.47013E-05	5.1761E-06	0.43975761	1.012042019	0.400142391	-0.566560336	-0.082667034	1.019890371	0.100256412	-0.308614736	1.355273782	1.539704582	0.198873167	1.691561834	0.771256833	0.479971046	0.073335737	0.572543779	-0.484009731	0.117670298	0.181955571	-0.085091897	-100	-100	-0.7453546	-0.667082831
