id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. pub.>	score<Avg. pub. year>	weight<No. sentences>	weight<No. results 00: all valid queries>	weight<No. results 06: contradict* + studies>	weight<No. results 07: contradict* + results>	weight<No. results 14: contrast* + ideas>	weight<No. results 17: contrary + results>	weight<No. results 21: conflict* + studies>	weight<No. results 26: disagree* + studies>	weight<No. results 27: disagree* + results>	weight<No. results 36: controvers* + studies>	weight<No. results 37: controvers* + results>	weight<No. results 38: controvers* + methods>	weight<No. results 39: controvers* + ideas>	weight<No. results 40: controvers* + standalone>	weight<No. results 41: disprov* + studies>	weight<No. results 51: debat* + studies>	weight<No. results 52: debat* + results>	weight<No. results 53: debat* + methods>	weight<No. results 55: debat* + standalone>	weight<No. results 56: no consensus + studies>	weight<No. results 57: no consensus + results>	weight<No. results 58: no consensus + methods>	weight<No. results 59: no consensus + ideas>	weight<No. results 60: no consensus + standalone>	weight<No. results 63: questionable + methods>	weight<Share results 00: all valid queries>	weight<Share results 06: contradict* + studies>	weight<Share results 07: contradict* + results>	weight<Share results 14: contrast* + ideas>	weight<Share results 17: contrary + results>	weight<Share results 21: conflict* + studies>	weight<Share results 26: disagree* + studies>	weight<Share results 27: disagree* + results>	weight<Share results 36: controvers* + studies>	weight<Share results 37: controvers* + results>	weight<Share results 38: controvers* + methods>	weight<Share results 39: controvers* + ideas>	weight<Share results 40: controvers* + standalone>	weight<Share results 41: disprov* + studies>	weight<Share results 51: debat* + studies>	weight<Share results 52: debat* + results>	weight<Share results 53: debat* + methods>	weight<Share results 55: debat* + standalone>	weight<Share results 56: no consensus + studies>	weight<Share results 57: no consensus + results>	weight<Share results 58: no consensus + methods>	weight<Share results 59: no consensus + ideas>	weight<Share results 60: no consensus + standalone>	weight<Share results 63: questionable + methods>	score<00: all valid queries>	score<06: contradict* + studies>	score<07: contradict* + results>	score<14: contrast* + ideas>	score<17: contrary + results>	score<21: conflict* + studies>	score<26: disagree* + studies>	score<27: disagree* + results>	score<36: controvers* + studies>	score<37: controvers* + results>	score<38: controvers* + methods>	score<39: controvers* + ideas>	score<40: controvers* + standalone>	score<41: disprov* + studies>	score<51: debat* + studies>	score<52: debat* + results>	score<53: debat* + methods>	score<55: debat* + standalone>	score<56: no consensus + studies>	score<57: no consensus + results>	score<58: no consensus + methods>	score<59: no consensus + ideas>	score<60: no consensus + standalone>	score<63: questionable + methods>
50	50	<table><tr><td>Meso-level field:</td><td>50</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of bacteriology; molecular microbiology; journal of biological chemistry; plos one; microbiology-sgm</td></tr><tr><td>Terms:</td><td>melioidosis; xanthomonas campestris; pseudomonas syringae; cicadellidae; burkholderia pseudomallei</td></tr><tr><td>No. of pub.:</td><td>40403</td></tr><tr><td>Avg. pub. year:</td><td>2008.39</td></tr></table>	-0.3303	-0.2847	4	784	710254	40403	2008.3925	223078	411	29	49	6	23	25	3	11	11	13	6	3	154	1	3	5	2	118	0	0	1	0	4	0	0.001842405	0.000129999	0.000219654	2.68964E-05	0.000103103	0.000112068	1.34482E-05	4.93101E-05	4.93101E-05	5.82756E-05	2.68964E-05	1.34482E-05	0.000690341	4.48274E-06	1.34482E-05	2.24137E-05	8.96547E-06	0.000528963	0	0	4.48274E-06	0	1.79309E-05	0	-0.745621828	-0.037903455	-0.724015976	-0.996439509	-0.85405467	-0.438557954	-1.522267838	-0.81155737	-0.767820782	-0.862160214	0.406423915	0.069037583	-0.604071605	1.272484295	-2.072750469	-0.482939878	-1.013424577	-0.935093858	-100	-100	-0.226524244	-100	-2.596697541	-100
51	51	<table><tr><td>Meso-level field:</td><td>51</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>european journal of operational research; lecture notes in computer science; international journal of production research; computers & operations research; international journal of production economics</td></tr><tr><td>Terms:</td><td>vehicle routing problem; single machine scheduling; inventory model; sequence dependent setup time; bullwhip effect</td></tr><tr><td>No. of pub.:</td><td>50154</td></tr><tr><td>Avg. pub. year:</td><td>2008.9</td></tr></table>	0.7928	0.4337	5	768	208987	50154	2008.8952	504687	258	7	52	16	27	34	2	4	1	4	4	4	42	0	5	1	2	68	0	0	0	0	10	3	0.000511208	1.387E-05	0.000103034	3.17028E-05	5.34985E-05	6.73685E-05	3.96285E-06	7.9257E-06	1.98143E-06	7.9257E-06	7.9257E-06	7.9257E-06	8.32199E-05	0	9.90713E-06	1.98143E-06	3.96285E-06	0.000134737	0	0	0	0	1.98143E-05	5.94428E-06	-2.59522984	-3.266370212	-1.816126786	-0.759242693	-1.800569808	-1.172791986	-3.285071023	-3.448829673	-5.405093084	-3.740440616	-1.35637927	-0.693765601	-3.656381407	-100	-2.513625559	-3.982708657	-2.191265261	-2.90811475	-100	-100	-100	-100	-2.45261013	-0.467447765
52	52	<table><tr><td>Meso-level field:</td><td>52</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>lecture notes in computer science; pattern recognition; pattern recognition letters; ieee transactions on pattern analysis and machine intelligence; ieee transactions on image processing</td></tr><tr><td>Terms:</td><td>face recognition; image retrieval; active contour; pedestrian detection; medical image segmentation</td></tr><tr><td>No. of pub.:</td><td>45287</td></tr><tr><td>Avg. pub. year:</td><td>2009.06</td></tr></table>	0.8202	0.3967	5	798	231798	45287	2009.0567	382868	145	6	22	10	13	7	1	8	1	5	1	1	33	0	2	4	0	38	1	0	1	0	7	4	0.000378721	1.56712E-05	5.74611E-05	2.61187E-05	3.39543E-05	1.82831E-05	2.61187E-06	2.08949E-05	2.61187E-06	1.30593E-05	2.61187E-06	2.61187E-06	8.61916E-05	0	5.22373E-06	1.04475E-05	0	9.92509E-05	2.61187E-06	0	2.61187E-06	0	1.82831E-05	1.04475E-05	-3.028006165	-3.090220793	-2.658593045	-1.038772758	-2.456475751	-3.054358065	-3.886529183	-2.050287832	-5.006551244	-3.019970681	-2.957837429	-2.295223761	-3.60576287	-100	-3.437011814	-1.584166817	-100	-3.349108237	-1.804830023	-100	-1.005823088	-100	-2.568641463	0.346131574
53	53	<table><tr><td>Meso-level field:</td><td>53</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of applied polymer science; polymer; polymer degradation and stability; macromolecules; polymer engineering and science</td></tr><tr><td>Terms:</td><td>isotactic polypropylene; clay nanocomposite; trimethylene terephthalate; flame retardancy; rac lactide</td></tr><tr><td>No. of pub.:</td><td>60205</td></tr><tr><td>Avg. pub. year:</td><td>2008.05</td></tr></table>	0.7607	-0.2768	3	779	504620	60205	2008.046	371830	640	25	135	9	91	9	8	57	23	10	3	0	165	0	18	2	1	142	4	0	0	0	9	7	0.001721217	6.7235E-05	0.000363069	2.42046E-05	0.000244735	2.42046E-05	2.15152E-05	0.000153296	6.18562E-05	2.6894E-05	8.0682E-06	0	0.000443751	0	4.84092E-05	5.3788E-06	2.6894E-06	0.000381895	1.07576E-05	0	0	0	2.42046E-05	1.88258E-05	-0.84378325	-0.989123193	0.000994844	-1.148571941	0.393083081	-2.649584075	-0.844325272	0.824806092	-0.440785377	-1.97776677	-1.330671018	-100	-1.241630864	-100	-0.224882901	-2.541962906	-2.75051951	-1.405084721	0.237373887	-100	-100	-100	-2.163867472	1.195690407
54	54	<table><tr><td>Meso-level field:</td><td>54</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>fuel; energy & fuels; fuel processing technology; industrial & engineering chemistry research; journal of analytical and applied pyrolysis</td></tr><tr><td>Terms:</td><td>oxygen carrier; chemical looping combustion; bio oil; supercritical water oxidation; char</td></tr><tr><td>No. of pub.:</td><td>32372</td></tr><tr><td>Avg. pub. year:</td><td>2009.37</td></tr></table>	0.7841	-0.1689	3	740	248166	32372	2009.3733	435845	555	29	121	7	89	15	16	53	9	14	0	0	107	0	13	3	4	120	3	0	0	0	11	6	0.001273388	6.65374E-05	0.000277622	1.60608E-05	0.000204201	3.44159E-05	3.67103E-05	0.000121603	2.06495E-05	3.21215E-05	0	0	0.0002455	0	2.98271E-05	6.88318E-06	9.17757E-06	0.000275327	6.88318E-06	0	0	0	2.52383E-05	1.37664E-05	-1.278539368	-1.004170372	-0.386129501	-1.740314005	0.131849888	-2.141790465	-0.073497256	0.490664548	-2.023594316	-1.721511928	-100	-100	-2.095658077	-100	-0.923540169	-2.18617239	-0.979691494	-1.877113229	-0.406835596	-100	-100	-100	-2.10353284	0.744126001
55	55	<table><tr><td>Meso-level field:</td><td>55</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of fluid mechanics; physics of fluids; aiaa journal; experiments in fluids; journal of turbomachinery-transactions of the asme</td></tr><tr><td>Terms:</td><td>turbulent boundary layer; wing; synthetic jet; inertial particle; plasma actuator</td></tr><tr><td>No. of pub.:</td><td>39502</td></tr><tr><td>Avg. pub. year:</td><td>2008.62</td></tr></table>	0.952	0.0975	3	734	143523	39502	2008.6171	245071	357	9	84	6	49	0	7	50	6	4	3	3	70	0	6	4	2	82	1	0	1	0	9	3	0.001456721	3.67241E-05	0.000342758	2.44827E-05	0.000199942	0	2.85632E-05	0.000204023	2.44827E-05	1.63218E-05	1.22414E-05	1.22414E-05	0.000285632	0	2.44827E-05	1.63218E-05	8.1609E-06	0.000334597	4.08045E-06	0	4.08045E-06	0	3.67241E-05	1.22414E-05	-1.084487682	-1.861610983	-0.082059932	-1.132091043	0.101441684	-100	-0.435526951	1.237215667	-1.777941434	-2.698251466	-0.729227619	-0.066613951	-1.877226663	-100	-1.208402003	-0.940519507	-1.149076111	-1.595836437	-1.161182714	-100	-0.362175778	-100	-1.562424074	0.574741384
56	56	<table><tr><td>Meso-level field:</td><td>56</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>osteoporosis international; bone; journal of bone and mineral research; calcified tissue international; journal of clinical densitometry</td></tr><tr><td>Terms:</td><td>zoledronic acid; paget; bisphosphonate related osteonecrosis; denosumab; vitamin k</td></tr><tr><td>No. of pub.:</td><td>44351</td></tr><tr><td>Avg. pub. year:</td><td>2008.39</td></tr></table>	-0.7272	-0.0489	2	792	599731	44351	2008.3918	292932	1279	75	179	7	59	117	25	29	68	70	8	3	543	1	19	8	2	229	2	2	5	0	82	3	0.004366201	0.000256032	0.000611063	2.38963E-05	0.000201412	0.00039941	8.5344E-05	9.89991E-05	0.000232136	0.000238963	2.73101E-05	1.02413E-05	0.001853673	3.41376E-06	6.48615E-05	2.73101E-05	6.82752E-06	0.000781751	6.82752E-06	6.82752E-06	1.70688E-05	0	0.000279928	1.02413E-05	0.499166577	0.93991668	0.752072396	-1.167064648	0.112008863	1.394933015	1.14360829	0.193974446	1.46719288	1.173665524	0.428443854	-0.323979977	0.820932681	0.879466735	0.197196983	-0.197885534	-1.406442138	-0.37155068	-0.41854874	1.314403791	1.70238629	-100	1.367836903	0.317375358
57	57	<table><tr><td>Meso-level field:</td><td>57</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>investigative ophthalmology & visual science; ophthalmology; american journal of ophthalmology; retina-the journal of retinal and vitreous diseases; british journal of ophthalmology</td></tr><tr><td>Terms:</td><td>macular degeneration; diabetic macular edema; diabetic retinopathy; neovascular age; age related macular</td></tr><tr><td>No. of pub.:</td><td>66129</td></tr><tr><td>Avg. pub. year:</td><td>2008.57</td></tr></table>	-0.6515	-0.1144	2	782	550956	66129	2008.5719	371340	1245	62	127	8	65	106	29	24	49	55	5	5	574	2	15	13	5	240	5	1	4	0	51	0	0.003352723	0.000166963	0.000342005	2.15436E-05	0.000175042	0.000285453	7.80955E-05	6.46308E-05	0.000131955	0.000148112	1.34647E-05	1.34647E-05	0.001545753	5.3859E-06	4.03942E-05	3.50083E-05	1.34647E-05	0.000646308	1.34647E-05	2.69295E-06	1.07718E-05	0	0.00013734	0	0.118121129	0.323119374	-0.08523362	-1.316594495	-0.090441299	0.910313825	1.01555817	-0.421218974	0.652264958	0.483567295	-0.591802977	0.070810691	0.558856295	1.537291809	-0.486014861	0.160379259	-0.426688968	-0.646038798	0.561204429	-0.027771134	1.03828327	-100	0.340535315	-100
58	58	<table><tr><td>Meso-level field:</td><td>58</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>economics letters; applied economics; world development; american economic review; journal of international economics</td></tr><tr><td>Terms:</td><td>tax competition; microfinance; tax evasion; older worker; child labor</td></tr><tr><td>No. of pub.:</td><td>43915</td></tr><tr><td>Avg. pub. year:</td><td>2008.96</td></tr></table>	-0.2303	0.7719	1	726	249379	43915	2008.9594	281455	1425	30	155	51	139	33	7	6	20	16	4	6	203	1	47	22	16	774	13	1	3	1	54	1	0.005062976	0.000106589	0.00055071	0.000181201	0.000493862	0.000117248	2.48708E-05	2.13178E-05	7.10593E-05	5.68475E-05	1.42119E-05	2.13178E-05	0.000721252	3.55297E-06	0.000166989	7.81652E-05	5.68475E-05	0.002749996	4.61886E-05	3.55297E-06	1.06589E-05	3.55297E-06	0.00019186	3.55297E-06	0.712773756	-0.32434989	0.602042549	1.755667297	1.405968411	-0.37337606	-0.635231453	-2.021382524	-0.240680341	-0.897955968	-0.513894622	0.733681547	-0.540878265	0.937128259	1.561519846	1.319207609	1.651219387	1.443096813	2.339552502	0.372065316	1.02308222	3.805024723	0.822833925	-1.209925618
59	59	<table><tr><td>Meso-level field:</td><td>59</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>composite structures; composites science and technology; composites part a-applied science and manufacturing; journal of composite materials; international journal of impact engineering</td></tr><tr><td>Terms:</td><td>aluminum foam; textile composite; negative poisson; syntactic foam; resin transfer molding</td></tr><tr><td>No. of pub.:</td><td>34030</td></tr><tr><td>Avg. pub. year:</td><td>2008.52</td></tr></table>	0.976	-0.0524	3	696	148572	34030	2008.5234	369323	378	19	92	19	59	6	14	33	2	6	1	3	52	1	9	2	5	69	0	0	2	0	11	11	0.001023494	5.14455E-05	0.000249104	5.14455E-05	0.000159752	1.62459E-05	3.79072E-05	8.93527E-05	5.41531E-06	1.62459E-05	2.70766E-06	8.12297E-06	0.000140798	2.70766E-06	2.43689E-05	5.41531E-06	1.35383E-05	0.000186828	0	0	5.41531E-06	0	2.97842E-05	2.97842E-05	-1.593708857	-1.375291806	-0.542498733	-0.060809365	-0.222308446	-3.224786512	-0.027210286	0.046070261	-3.954587269	-2.704972301	-2.905873455	-0.658297286	-2.897753297	0.545149426	-1.215122838	-2.532202842	-0.418831351	-2.43654732	-100	-100	0.046140887	-100	-1.864600792	1.857527167
60	60	<table><tr><td>Meso-level field:</td><td>60</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of power sources; electrochimica acta; journal of the electrochemical society; journal of materials chemistry a; rsc advances</td></tr><tr><td>Terms:</td><td>lithium sulfur battery; lifepo4; sodium ion battery; high performance supercapacitor; li3v2</td></tr><tr><td>No. of pub.:</td><td>63007</td></tr><tr><td>Avg. pub. year:</td><td>2010.4</td></tr></table>	0.9213	-0.2772	3	753	597203	63007	2010.3967	494968	491	19	57	4	48	8	17	29	19	14	4	0	164	0	14	5	2	150	4	0	0	0	8	3	0.000991983	3.83863E-05	0.000115159	8.08133E-06	9.6976E-05	1.61627E-05	3.43457E-05	5.85896E-05	3.83863E-05	2.82847E-05	8.08133E-06	0	0.000331335	0	2.82847E-05	1.01017E-05	4.04067E-06	0.00030305	8.08133E-06	0	0	0	1.61627E-05	6.061E-06	-1.638824213	-1.797743952	-1.655622822	-2.731189025	-0.942441141	-3.232201159	-0.169554513	-0.562795009	-1.129111902	-1.905032026	-1.328325601	-100	-1.663093157	-100	-1.000145063	-1.632726894	-2.163211592	-1.738705232	-0.175318195	-100	-100	-100	-2.746484556	-0.439394097
61	61	<table><tr><td>Meso-level field:</td><td>61</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of luminescence; optical materials; journal of alloys and compounds; optics express; optics letters</td></tr><tr><td>Terms:</td><td>eu2; scintillation property; phosphor; upconversion luminescence; diode end</td></tr><tr><td>No. of pub.:</td><td>47977</td></tr><tr><td>Avg. pub. year:</td><td>2008.97</td></tr></table>	1.0085	-0.2963	3	728	266662	47977	2008.9725	316032	293	11	57	1	41	0	6	35	5	6	1	2	90	0	4	1	1	57	0	0	0	0	0	1	0.000927121	3.48066E-05	0.000180361	3.16424E-06	0.000129734	0	1.89854E-05	0.000110748	1.58212E-05	1.89854E-05	3.16424E-06	6.32847E-06	0.000284781	0	1.26569E-05	3.16424E-06	3.16424E-06	0.000180361	0	0	0	0	0	3.16424E-06	-1.736381962	-1.938975236	-1.008358211	-4.083924414	-0.522587026	-100	-1.024790243	0.355771623	-2.40784671	-2.480159837	-2.681060991	-1.018447322	-1.881527455	-100	-2.160235375	-3.307390378	-2.515946982	-2.487369298	-100	-100	-100	-100	-100	-1.377091987
62	62	<table><tr><td>Meso-level field:</td><td>62</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>movement disorders; parkinsonism & related disorders; neurology; journal of neurology; plos one</td></tr><tr><td>Terms:</td><td>lrrk2; parkin; essential tremor; alpha synuclein; leucine rich repeat kinase</td></tr><tr><td>No. of pub.:</td><td>42911</td></tr><tr><td>Avg. pub. year:</td><td>2008.69</td></tr></table>	-0.6187	0.0462	2	774	626913	42911	2008.6882	345349	1735	96	202	23	67	128	19	25	65	109	11	14	692	3	27	19	7	496	4	3	1	0	53	3	0.005023903	0.00027798	0.000584916	6.65993E-05	0.000194007	0.00037064	5.50168E-05	7.23905E-05	0.000188215	0.000315623	3.18518E-05	4.05387E-05	0.00200377	8.68686E-06	7.81818E-05	5.50168E-05	2.02694E-05	0.001436228	1.15825E-05	8.68686E-06	2.89562E-06	0	0.000153468	8.68686E-06	0.701596731	1.058571246	0.688978858	0.311653142	0.05796576	1.287079052	0.51019037	-0.257639604	1.164608608	1.575077588	0.650386228	1.6609232	0.933263277	2.226939991	0.466667728	0.812552736	0.163423541	0.505952599	0.343962016	1.661877048	-0.857031049	-100	0.500716109	0.079886114
63	63	<table><tr><td>Meso-level field:</td><td>63</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of wildlife management; biological conservation; plos one; wildlife society bulletin; waterbirds</td></tr><tr><td>Terms:</td><td>southern elephant seal; lepus europaeus; farmland bird; rabbit haemorrhagic disease; coyote</td></tr><tr><td>No. of pub.:</td><td>54535</td></tr><tr><td>Avg. pub. year:</td><td>2008.24</td></tr></table>	0.0677	0.0526	4	771	471799	54535	2008.2365	260789	824	28	84	31	56	50	3	13	9	8	11	0	205	2	10	11	5	358	1	1	1	0	17	1	0.003159642	0.000107366	0.000322099	0.00011887	0.000214733	0.000191726	1.15036E-05	4.98487E-05	3.45107E-05	3.06761E-05	4.21797E-05	0	0.000786076	7.66904E-06	3.83452E-05	4.21797E-05	1.91726E-05	0.001372757	3.83452E-06	3.83452E-06	3.83452E-06	0	6.51868E-05	3.83452E-06	0.032549339	-0.313864305	-0.171743174	1.147459524	0.204403519	0.336107269	-1.747602615	-0.795884047	-1.282662175	-1.787934709	1.055558256	-100	-0.416712823	2.047149518	-0.561119652	0.429228869	0.083168741	0.440744093	-1.250865956	0.482086575	-0.451859021	-100	-0.734569477	-1.099904359
64	64	<table><tr><td>Meso-level field:</td><td>64</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>breast cancer research and treatment; journal of clinical oncology; breast; annals of surgical oncology; annals of oncology</td></tr><tr><td>Terms:</td><td>mammographic density; accelerated partial breast irradiation; early breast cancer; gynecomastia; aromatase inhibitor</td></tr><tr><td>No. of pub.:</td><td>47889</td></tr><tr><td>Avg. pub. year:</td><td>2008.47</td></tr></table>	-0.8029	-0.1773	2	774	690547	47889	2008.4742	250312	1655	60	126	3	51	112	11	7	76	79	13	3	830	2	29	12	6	409	13	1	2	0	102	5	0.006611749	0.000239701	0.000503372	1.1985E-05	0.000203746	0.000447442	4.39452E-05	2.79651E-05	0.000303621	0.000315606	5.19352E-05	1.1985E-05	0.003315862	7.99003E-06	0.000115855	4.79402E-05	2.39701E-05	0.001633961	5.19352E-05	3.99501E-06	7.99003E-06	0	0.000407491	1.99751E-05	1.097819876	0.844826931	0.472374889	-2.162618723	0.128629502	1.558761564	0.186022066	-1.629813281	1.854495899	1.575001602	1.355721918	-0.097141631	1.659930166	2.106305081	1.034088811	0.613915313	0.40535871	0.692040912	2.508729324	0.541242138	0.607296542	-100	1.909548587	1.281179299
65	65	<table><tr><td>Meso-level field:</td><td>65</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>thin solid films; applied physics letters; journal of physical chemistry c; journal of applied physics; journal of crystal growth</td></tr><tr><td>Terms:</td><td>cu2znsn; cu2znsns4 thin film; selenization; cuinse2; sse</td></tr><tr><td>No. of pub.:</td><td>41412</td></tr><tr><td>Avg. pub. year:</td><td>2009.23</td></tr></table>	0.9463	-0.2889	3	774	526274	41412	2009.2273	237409	305	20	59	1	48	9	10	11	7	7	4	0	76	1	10	1	1	70	0	0	0	0	8	0	0.001284703	8.42428E-05	0.000248516	4.21214E-06	0.000202183	3.79093E-05	4.21214E-05	4.63335E-05	2.9485E-05	2.9485E-05	1.68486E-05	0	0.000320123	4.21214E-06	4.21214E-05	4.21214E-06	4.21214E-06	0.00029485	0	0	0	0	3.36971E-05	0	-1.265777365	-0.663782741	-0.545909157	-3.671228395	0.117519489	-2.002315528	0.12487137	-0.901383756	-1.509723864	-1.845071396	-0.268364972	-100	-1.712757018	1.182657909	-0.425611261	-2.894694359	-2.103250963	-1.778280276	-100	-100	-100	-100	-1.686523927	-100
66	66	<table><tr><td>Meso-level field:</td><td>66</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>lecture notes in computer science; computer networks; computer communications; ieee-acm transactions on networking; ieee transactions on parallel and distributed systems</td></tr><tr><td>Terms:</td><td>optical burst; wdm network; optical network; data grid; </td></tr><tr><td>No. of pub.:</td><td>38071</td></tr><tr><td>Avg. pub. year:</td><td>2008.15</td></tr></table>	0.9077	0.4241	5	754	92286	38071	2008.1519	219168	124	1	13	7	6	6	0	2	0	1	0	0	15	0	1	1	1	63	2	0	0	0	11	0	0.000565776	4.56271E-06	5.93152E-05	3.1939E-05	2.73763E-05	2.73763E-05	0	9.12542E-06	0	4.56271E-06	0	0	6.84406E-05	0	4.56271E-06	4.56271E-06	4.56271E-06	0.000287451	9.12542E-06	0	0	0	5.01898E-05	0	-2.44890903	-4.870373379	-2.612775031	-0.748536016	-2.767143054	-2.471940572	-100	-3.245477918	-100	-4.537088861	-100	-100	-3.938456479	-100	-3.632201899	-2.779356902	-1.987913506	-1.814945913	-2.01085E-05	-100	-100	-100	-1.111754851	-100
67	67	<table><tr><td>Meso-level field:</td><td>67</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>sensors and actuators a-physical; journal of micromechanics and microengineering; applied physics letters; journal of microelectromechanical systems; microsystem technologies-micro-and nanosystems-information storage and processing systems</td></tr><tr><td>Terms:</td><td>hard disk drife; microcantilever; dip pen nanolithography; atomic force microscope cantilever; frequency modulation atomic force microscopy</td></tr><tr><td>No. of pub.:</td><td>29433</td></tr><tr><td>Avg. pub. year:</td><td>2008.11</td></tr></table>	0.9747	-0.1902	3	759	233375	29433	2008.1149	114206	92	2	19	9	5	1	0	1	2	1	1	1	25	0	1	1	1	31	0	0	0	0	1	0	0.000805562	1.75122E-05	0.000166366	7.8805E-05	4.37805E-05	8.75611E-06	0	8.75611E-06	1.75122E-05	8.75611E-06	8.75611E-06	8.75611E-06	0.000218903	0	8.75611E-06	8.75611E-06	8.75611E-06	0.000271439	0	0	0	0	8.75611E-06	0	-1.939144661	-2.929974655	-1.124888512	0.554432787	-2.089778736	-4.116504349	-100	-3.305079194	-2.261342606	-3.596690138	-1.212628791	-0.550015123	-2.261092161	-100	-2.691803175	-1.838958179	-1.047514782	-1.897630802	-100	-100	-100	-100	-3.630787746	-100
68	68	<table><tr><td>Meso-level field:</td><td>68</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>academic medicine; medical teacher; medical education; bmc medical education; surgical endoscopy and other interventional techniques</td></tr><tr><td>Terms:</td><td>laparoscopic surgery; surgical skill; osce; interprofessional education; virtual reality simulator</td></tr><tr><td>No. of pub.:</td><td>42742</td></tr><tr><td>Avg. pub. year:</td><td>2008.96</td></tr></table>	-0.7092	0.4052	2	732	197954	42742	2008.9609	124654	610	27	42	6	17	31	5	4	15	6	2	0	126	0	27	10	3	329	10	1	1	0	42	3	0.004893545	0.0002166	0.000336933	4.81332E-05	0.000136377	0.000248688	4.0111E-05	3.20888E-05	0.000120333	4.81332E-05	1.60444E-05	0	0.001010798	0	0.0002166	8.02221E-05	2.40666E-05	0.002639306	8.02221E-05	8.02221E-06	8.02221E-06	0	0.000336933	2.40666E-05	0.663668084	0.698622116	-0.106789334	-0.156820445	-0.450534721	0.71140123	0.05431682	-1.431369925	0.519257259	-1.138018368	-0.338919522	-100	-0.053959159	-100	1.936793596	1.356679185	0.411156988	1.38382593	3.136015979	1.547040416	0.613094819	-100	1.635238945	1.550011982
69	69	<table><tr><td>Meso-level field:</td><td>69</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Social sciences and humanities</td></tr><tr><td>Journals:</td><td>marine policy; ecology and society; landscape and urban planning; ecological economics; forest policy and economics</td></tr><tr><td>Terms:</td><td>health impact assessment; strategic environmental assessment; payment; community forestry; water market</td></tr><tr><td>No. of pub.:</td><td>45046</td></tr><tr><td>Avg. pub. year:</td><td>2009.54</td></tr></table>	0.0232	0.4633	4	770	471600	45046	2009.5371	579646	4536	46	142	36	87	258	22	20	34	27	21	13	925	0	117	55	61	2947	5	3	5	1	130	8	0.007825466	7.93588E-05	0.000244977	6.21069E-05	0.000150092	0.000445099	3.79542E-05	3.45038E-05	5.86565E-05	4.65802E-05	3.6229E-05	2.24275E-05	0.001595802	0	0.000201847	9.48855E-05	0.000105237	0.005084138	8.62595E-06	5.17557E-06	8.62595E-06	1.72519E-06	0.000224275	1.38015E-05	1.340964665	-0.749946342	-0.566602549	0.210899144	-0.312296978	1.551189263	-0.025422569	-1.326684742	-0.517413407	-1.185336278	0.836154989	0.806890952	0.604827561	-100	1.835027901	1.598867892	2.539688912	2.32967059	-0.081226933	0.914760004	0.717780002	2.762756911	1.048046424	0.747806569
